5U4Y,PDN25,PDN26,PDN27,PDN28,PDN29,PDN30,PDN31,PDN32,PDN33,PDN34,PDN35,PDN36,PDN37,PDN38
-1.94702,-89.72674,-89.13217,-112.5178771,-108.8119295,-89.10239,2.977002145,2.98517,-100.83751,-85.29944953,-95.63201871,-3.548137025,-1.185655732,-1.59030846,-22.33134725
-111.32574,-87.52978,-98.71236,-127.6193948,-110.4897426,-94.99502,1.749310715,0.17617,-99.88196,-76.63921076,-94.75177383,-1.512766777,-5.910584521,-6.064870788,-20.82558521
-112.18876,-74.76656,-109.6912,-106.6211743,-101.8830049,-101.99952,-104.9046883,-2.42065,-86.73955,-87.01703351,-2.330919175,-9.830021454,-102.434252,-2.089266078,-81.00461867
-112.44275,-79.99346,-92.09777,-120.0495377,-115.1396453,-101.85513,-107.4907342,-17.93469,0.61914,-77.76280892,-106.0008691,-16.74588949,-106.2926418,-0.236661675,-2.214785777
-4.2653,-99.9725,-100.80081,-113.20789,-121.4744142,-105.36445,-96.5035513,-3.60083,-86.53775,-76.26345765,-111.2567735,2.795551704,-108.2071591,-6.294176864,2.343768202
3.2378,-101.98711,-105.53905,-107.7703815,-114.8990977,-96.32989,-108.2927393,-110.51677,-93.93774,-82.7565209,-0.034815549,-6.030987514,-0.916432228,-4.626202616,1.466004307
-3.55026,-91.10878,-2.08785,-121.4217036,-113.0712528,-0.84847,-112.6143035,1.78102,-87.9773,-1.133878929,-0.252691292,-104.0918654,-5.731870635,-10.13367066,-97.12527397
0.47059,-97.5975,-95.09296,-127.5192279,-113.2224639,-0.3284,-116.0381208,-98.85759,-90.89109,-80.80104182,-1.359940909,-94.19658926,-106.5446592,-6.804854619,-84.50022933
-0.11122,-88.84978,-96.51468,-120.2589218,-115.4255382,1.7052,-111.8081447,-113.03511,-105.00506,-78.23983037,-1.223722098,-97.44878896,-118.0327784,-3.508846775,-105.3606611
-4.35847,-99.48205,-103.95727,-120.8984635,-121.2761458,-3.35393,-99.4027576,-103.8088,-98.23585,-70.69449157,-0.278576576,-94.98223806,-102.3067095,-0.065601955,-93.70904935
-110.67732,-114.13804,-100.65031,-108.2172662,-125.9514041,-87.33452,-107.2829978,-118.33318,-102.37805,-79.91718638,5.105631362,-96.44027082,-89.64525477,-7.121377469,-105.7612621
-120.30768,-103.2236,-95.92691,-120.1202209,-124.5300504,-103.40348,-114.058905,-115.76602,-107.59529,-79.65912821,-1.263723424,0.643864551,-100.1857358,-9.935237534,-22.14135896
-97.90329,-86.84077,-86.83025,-124.6217318,-4.554760292,-1.096,-106.890763,-123.97806,-102.54461,-70.36378445,-1.623686473,0.707293444,-111.9250464,-3.318342886,-17.72469811
-90.07556,-98.0071,0.86461,-109.8256435,-9.284985374,-2.44002,-105.0426668,-113.8524,-5.04006,-74.34349867,-0.795346523,4.400639902,-98.91319558,-7.013610551,-17.59237553
-95.16437,-83.92677,-5.93027,-112.0627916,-4.567919813,-2.05242,-106.6998798,-97.54844,-1.53193,-78.34190485,-0.823218024,-0.942450069,-103.2555844,-3.153444029,-22.47426729
-112.85206,-101.40313,-2.50066,-116.5643588,-10.7718979,-5.33808,-110.4933111,-95.59373,3.12201,-82.03716459,-0.874018626,0.030333522,0.584492878,-1.849882909,-20.75785112
-104.02561,-98.57037,2.06109,-115.8198116,-4.352289617,0.24725,-121.8207819,-5.83626,-3.44885,-79.36278951,-1.592634456,2.028560013,-0.357446511,-5.493720012,-85.23758589
-113.65855,-99.83428,1.77493,-108.5538347,-115.0853176,-5.4753,-105.3092006,0.54709,-101.4,-78.10142272,-2.705751361,-2.875285237,-104.424361,-2.849353414,-76.00809497
-111.89745,-90.44882,3.48622,-1.56284764,-111.568875,-4.40328,-94.04965092,-112.769,-94.38922,-1.299891125,-0.104249663,1.659373752,0.385341179,-7.651371611,-79.7598793
-1.38588,-85.26223,-0.73464,-6.8393147,-109.7591228,-90.8767,-103.1524854,7.63109,-103.30826,-4.657792574,0.153462943,-5.765878141,1.210208356,-1.419599161,-93.1638873
2.83384,-94.01082,0.29751,-5.552960713,-116.6011656,-92.38727,-126.4519254,2.28468,-101.37676,0.217635884,-2.262035135,-18.67390083,3.640978186,0.829255908,-90.69692109
6.28258,-89.72289,-3.60888,-99.15314023,-107.1840517,-98.65395,-1.248452059,-1.77258,0.72173,0.505906553,-96.52044228,-116.8295178,-5.023436126,-1.636432836,-84.20150167
-2.65678,-87.99274,-1.36687,2.487582918,-106.4682964,-100.19845,1.007229399,-1.20562,-104.30322,-2.963279438,-94.99825533,-116.2131528,1.403396242,0.792514982,-89.97437555
-5.34519,-87.37536,-1.23361,0.691387849,-113.8646607,-3.85053,0.661290738,-117.92326,-86.83176,-2.576008315,-91.55160916,-94.17000009,-1.221643217,-4.979258465,-91.98681134
-119.26845,-77.32301,-2.51225,-0.406078607,-111.0933275,0.01416,2.32913784,-127.07647,-105.46392,-1.834268068,-94.30302222,-99.98173317,-2.35409634,0.711463361,-81.33435632
-122.13621,-105.26025,0.88059,-1.054290234,-116.8175324,-1.66195,-108.1694957,-110.42123,-97.90817,-2.465454557,-87.32594794,-98.31003521,-0.937335712,-4.943707292,-14.28432912
-122.98612,0.76716,1.35286,0.696625487,-124.064933,-90.20342,-103.5471303,-117.1987,-106.56971,0.145009439,-86.57181171,-114.5162412,-97.74975418,-1.460038629,-18.43335604
-102.68836,-0.99892,2.16236,0.462190416,-123.2586402,-94.32503,-109.9909566,-113.5526,-97.11836,-86.96221865,-82.03145845,-90.87791521,-104.5870637,-112.4719652,-14.84419728
-96.90148,1.05475,-5.30506,-1.50573699,-121.907974,-91.29237,-107.0241992,-112.51121,-7.68319,-76.38983443,-79.38141255,-103.6082746,-91.27964129,-109.7534189,-16.85402355
-104.71164,1.92006,0.35775,-1.052769034,-125.1685968,-93.5267,-112.1281785,-103.44272,1.94666,-70.40170303,-85.14313811,-2.663132762,-3.92278968,-108.9546479,-91.47075806
